Resistance ,"Grid currents _A,B,C phases",,,"Rotor currents A,B,C phases",,,"Stator currents A,B,C phases",,,"Grid voltages A,B,C phases",,,Grid Powers,,Rotor Powers,,Stator Powers,,Class.
R,i25a,i25b,i25c,ira,irb,irc,isa,isb,isc,v25a,v25b,v25c,pg,qg,pr,qr,ps,qs,Target
630,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,723.533,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
640,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,714.3541,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
650,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,705.4241,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
660,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,696.7331,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
670,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,688.2717,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
680,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,680.0309,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
690,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,672.0023,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
700,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,664.1779,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
710,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,656.55,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
720,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,649.1112,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
730,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,641.8548,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
740,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,634.7741,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
750,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,627.8628,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
760,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,621.1149,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
770,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,614.5248,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
780,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,608.087,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
790,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,601.7963,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
800,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,595.6477,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
810,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,589.6365,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
820,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,583.7581,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
830,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,578.0083,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
840,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,572.3828,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
850,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,566.8776,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
860,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,561.4891,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
870,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,556.2134,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
880,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,551.0472,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
890,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,545.987,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
900,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,541.0297,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
910,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,536.1721,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
920,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,531.4112,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
930,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,526.7443,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
940,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,522.1686,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
950,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,517.6813,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
960,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,513.2801,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
970,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,508.9624,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
980,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,504.7259,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
990,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,500.5683,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
1000,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,496.4875,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,6
0.01,8.8899,3.2233,11.1669,0.0047,0.004,0.004,0.0035,0.0034,0.0036,1.53E+03,1.77E+03,1.47E+04,1.04E+03,1.57E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.02,8.9085,3.2233,11.1606,0.0046,0.004,0.004,0.0035,0.0034,0.0036,1.56E+03,1.77E+03,1.47E+04,1.04E+03,1.56E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.04,8.9453,3.2233,11.1506,0.0046,0.004,0.0039,0.0035,0.0034,0.0037,1.58E+03,1.77E+03,1.47E+04,1.04E+03,1.56E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.06,8.9766,3.2233,11.1403,0.0045,0.0039,0.0039,0.0035,0.0034,0.0037,1.58E+03,1.77E+03,1.47E+04,1.16E+03,1.56E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.08,9.0027,3.2233,11.1313,0.0045,0.0039,0.0038,0.0035,0.0034,0.0036,1.57E+03,1.77E+03,1.46E+04,1.32E+03,1.56E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.1,9.0289,3.2233,11.121,0.0046,0.0039,0.0038,0.0035,0.0034,0.0036,1.57E+03,1.77E+03,1.46E+04,1.47E+03,1.55E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.12,9.0522,3.2233,11.1051,0.0045,0.0039,0.0038,0.0035,0.0034,0.0037,1.58E+03,1.77E+03,1.46E+04,1.62E+03,1.55E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.14,9.0654,3.2233,11.0878,0.0044,0.0039,0.0038,0.0035,0.0034,0.0037,1.59E+03,1.76E+03,1.46E+04,1.77E+03,1.55E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.16,9.0833,3.2233,11.0661,0.0045,0.0039,0.0038,0.0035,0.0034,0.0036,1.60E+03,1.76E+03,1.46E+04,1.93E+03,1.54E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.18,9.097,3.2233,11.0498,0.0044,0.0039,0.0038,0.0035,0.0034,0.0037,1.59E+03,1.76E+03,1.46E+04,2.08E+03,1.54E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.2,9.1093,3.2233,11.0205,0.0043,0.004,0.0038,0.0035,0.0034,0.0036,1.58E+03,1.76E+03,1.46E+04,2.23E+03,1.54E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.22,9.1219,3.2233,10.996,0.0043,0.0039,0.0038,0.0035,0.0034,0.0036,1.56E+03,1.76E+03,1.46E+04,2.38E+03,1.53E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.24,9.1275,3.2233,10.9892,0.0044,0.0039,0.0038,0.0035,0.0034,0.0036,1.56E+03,1.76E+03,1.46E+04,2.52E+03,1.53E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.26,9.1329,3.2233,10.9561,0.0043,0.004,0.0038,0.0035,0.0034,0.0037,1.55E+03,1.76E+03,1.46E+04,2.66E+03,1.52E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.28,9.1323,3.2233,10.9336,0.0043,0.0039,0.0038,0.0035,0.0034,0.0036,1.54E+03,1.76E+03,1.46E+04,2.80E+03,1.52E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.3,9.1319,3.2233,10.9087,0.0042,0.0038,0.0038,0.0035,0.0034,0.0036,1.55E+03,1.76E+03,1.45E+04,2.94E+03,1.51E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.4,9.0865,3.2233,10.7853,0.0042,0.0038,0.0037,0.0035,0.0034,0.0036,1.56E+03,1.76E+03,1.45E+04,3.62E+03,1.49E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.5,9.0392,3.2233,10.6275,0.0041,0.0039,0.0038,0.0035,0.0034,0.0036,1.58E+03,1.75E+03,1.45E+04,4.26E+03,1.45E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.6,8.95,3.2233,10.4739,0.004,0.0038,0.0037,0.0035,0.0034,0.0036,1.51E+03,1.75E+03,1.44E+04,4.86E+03,1.42E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.7,8.8283,3.2233,10.3203,0.0039,0.0039,0.0037,0.0035,0.0034,0.0036,1.54E+03,1.75E+03,1.44E+04,5.41E+03,1.38E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.8,8.6972,3.2233,10.138,0.0038,0.0039,0.0036,0.0035,0.0034,0.0036,1.52E+03,1.74E+03,1.43E+04,5.92E+03,1.34E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.9,8.558,3.2233,9.9583,0.0038,0.0039,0.0035,0.0035,0.0034,0.0036,1.47E+03,1.74E+03,1.43E+04,6.38E+03,1.29E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
1,8.4177,3.2233,9.7765,0.0038,0.0038,0.0035,0.0035,0.0034,0.0036,1.48E+03,1.74E+03,1.42E+04,6.79E+03,1.25E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
1.5,7.6324,3.2233,8.7885,0.0034,0.0036,0.0034,0.0035,0.0034,0.0032,1.35E+03,1.72E+03,1.40E+04,8.19E+03,1.02E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
2,7.5282,3.2233,7.8171,0.0032,0.0033,0.0033,0.0035,0.0034,0.003,1.23E+03,1.70E+03,1.38E+04,8.73E+03,8.22E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
2.5,7.534,3.2233,6.9664,0.0032,0.0031,0.0033,0.0035,0.0034,0.0029,1.12E+03,1.12E+03,1.36E+04,8.77E+03,6.57E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
3,7.5393,3.2233,6.2093,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.02E+03,1.67E+03,1.34E+04,8.52E+03,5.30E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
3.5,7.5438,3.2233,5.5777,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,927.3063,1.65E+03,1.32E+04,8.12E+03,4.35E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
4,7.5471,3.2233,5.0267,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,868.1494,1.64E+03,1.30E+04,7.67E+03,3.60E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
4.5,7.5489,3.2233,4.5563,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.62E+03,1.28E+04,7.23E+03,3.03E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
5,7.5492,3.2233,4.1579,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.61E+03,1.26E+04,6.82E+03,2.58E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
5.5,7.5476,3.2233,3.8291,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.59E+03,1.24E+04,6.43E+03,2.22E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
6,7.5443,3.2233,3.5296,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.58E+03,1.22E+04,6.08E+03,1.93E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
6.5,7.539,3.2233,3.2816,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.56E+03,1.20E+04,5.76E+03,1.68E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
7,7.5318,3.2233,3.0562,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.55E+03,1.19E+04,5.46E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
7.5,7.5226,3.2233,2.8565,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.53E+03,1.17E+04,5.19E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
8,7.5115,3.2233,2.6851,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.52E+03,1.15E+04,4.95E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
8.5,7.4986,3.2233,2.5353,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.50E+03,1.14E+04,4.72E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
9,7.4838,3.2233,2.3992,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.49E+03,1.12E+04,4.52E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
9.5,7.4673,3.2233,2.2691,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.47E+03,1.11E+04,4.33E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
10,7.4491,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.46E+03,1.09E+04,4.15E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
15,7.1935,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.34E+03,9.60E+03,2.95E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
20,6.8571,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.23E+03,8.56E+03,2.29E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
25,6.5169,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.13E+03,7.72E+03,1.87E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
30,6.429,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.05E+03,7.04E+03,1.58E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
35,6.3141,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,980.8809,6.46E+03,1.37E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
40,6.1787,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,918.6527,5.97E+03,1.21E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
45,6.0297,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,863.6103,5.55E+03,1.08E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
50,5.8728,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,814.6202,5.19E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
55,5.7125,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,770.7641,4.87E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
60,5.552,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,731.2939,4.59E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
65,5.3937,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,695.5958,4.34E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
70,5.2743,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,4.11E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
75,5.1761,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.91E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
80,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.73E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
85,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.56E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
90,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.41E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
95,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.27E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
100,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.14E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
110,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.91E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
120,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.72E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
130,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.55E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
140,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.55E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
150,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.26E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
160,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.14E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
170,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.04E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
180,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.94E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
190,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.85E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
200,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.77E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
210,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.70E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
220,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.63E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
230,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.58E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
240,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.53E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
250,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.49E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
260,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.45E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
270,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.41E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
280,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.38E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
290,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.34E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
300,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.31E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
310,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.28E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
320,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.25E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
330,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.22E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
340,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.19E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
350,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.17E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
360,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.14E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
370,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.12E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
380,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.10E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
390,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.08E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
400,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.06E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
410,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.04E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
