Resistance ,"Grid currents _A,B,C phases",,,"Rotor currents A,B,C phases",,,"Stator currents A,B,C phases",,,"Grid voltages A,B,C phases",,,Grid Powers,,Rotor Powers,,Stator Powers,,Class.
R,i25a,i25b,i25c,ira,irb,irc,isa,isb,isc,v25a,v25b,v25c,pg,qg,pr,qr,ps,qs,Target
0.12,10.3921,3.2233,9.6871,0.0046,0.0041,0.0039,0.0035,0.0034,0.0036,1.38E+03,667.7393,1.08E+04,1.63E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.14,10.4012,3.2233,9.6744,0.0046,0.0041,0.0039,0.0035,0.0034,0.0036,1.37E+03,667.7393,1.08E+04,1.77E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.16,10.3999,3.2233,9.6758,0.0046,0.004,0.0039,0.0035,0.0034,0.0036,1.36E+03,667.7393,1.08E+04,1.92E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.18,10.4049,3.2233,0.0046,0.0046,0.004,0.0039,0.0035,0.0034,0.0036,1.35E+03,667.7393,1.07E+04,2.07E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.2,10.4101,3.2233,9.6625,0.0045,0.0041,0.0039,0.0035,0.0034,0.0036,1.34E+03,667.7393,1.07E+04,2.21E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.22,10.4137,3.2233,9.6507,0.0046,0.0041,0.0039,0.0035,0.0034,0.0036,1.34E+03,667.7393,1.07E+04,2.36E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.24,10.4189,3.2233,9.638,0.0045,0.004,0.0038,0.0035,0.0034,0.0036,1.34E+03,667.7393,1.07E+04,2.49E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.26,10.4181,3.2233,9.6181,0.0045,0.004,0.0039,0.0035,0.0034,0.0036,1.36E+03,667.7393,1.07E+04,2.64E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.28,10.4056,3.2233,9.6019,0.0045,0.0041,0.0039,0.0035,0.0034,0.0036,1.37E+03,667.7393,1.07E+04,2.78E+03,1.62E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.3,10.3894,3.2233,9.6049,0.0045,0.004,0.0039,0.0035,0.0034,0.0036,1.37E+03,667.7393,1.07E+04,2.92E+03,1.62E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.4,10.3148,3.2233,9.5351,0.0043,0.0041,0.0039,0.0035,0.0034,0.0037,1.31E+03,667.7393,1.07E+04,3.58E+03,1.60E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.5,10.3148,3.2233,9.5351,0.0043,0.0041,0.0039,0.0035,0.0034,0.0037,1.31E+03,667.7393,1.07E+04,3.58E+03,1.60E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.6,10.3148,3.2233,9.5351,0.0043,0.0041,0.0039,0.0035,0.0034,0.0037,1.31E+03,667.7393,1.07E+04,3.58E+03,1.60E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.7,10.3148,3.2233,9.5351,0.0043,0.0041,0.0039,0.0035,0.0034,0.0037,1.31E+03,667.7393,1.07E+04,3.58E+03,1.60E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.8,10.3148,3.2233,9.5351,0.0043,0.0041,0.0039,0.0035,0.0034,0.0037,1.31E+03,667.7393,1.07E+04,3.58E+03,1.60E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
0.9,10.3148,3.2233,9.5351,0.0043,0.0041,0.0039,0.0035,0.0034,0.0037,1.31E+03,667.7393,1.07E+04,3.58E+03,1.60E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
1,9.3694,3.2233,8.8536,0.0039,0.004,0.0036,0.0035,0.0034,0.0036,1.27E+03,667.7393,1.04E+04,6.65E+03,1.38E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
1.5,9.3745,3.2233,8.0907,0.0035,0.0038,0.0036,0.0035,0.0034,0.0033,1.17E+03,667.7393,1.03E+04,7.98E+03,1.15E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
2,9.38,3.2233,7.2951,0.0033,0.0034,0.0035,0.0035,0.0034,0.0031,1.07E+03,667.7393,1.01E+04,8.49E+03,9.41E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
2.5,9.3854,3.2233,6.5629,0.0032,0.0032,0.0033,0.0035,0.0034,0.0028,847.3287,667.7393,9.90E+03,8.49E+03,7.60E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
3,9.3903,3.2233,5.8903,0.0032,0.0031,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,9.73E+03,8.20E+03,6.17E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
3.5,9.3943,3.2233,5.3189,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,9.56E+03,7.77E+03,5.08E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
4,9.3971,3.2233,4.809,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,9.39E+03,7.30E+03,4.22E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
4.5,9.3985,3.2233,4.3709,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,9.23E+03,6.84E+03,3.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
5,9.3982,3.2233,4.0058,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,9.07E+03,6.40E+03,3.02E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
5.5,9.396,3.2233,3.707,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,8.92E+03,6.01E+03,2.60E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
6,9.392,3.2233,3.4366,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,8.77E+03,5.64E+03,2.26E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
6.5,9.386,3.2233,3.1961,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,8.62E+03,5.31E+03,1.98E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
7,9.3779,3.2233,2.9768,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,8.48E+03,5.01E+03,1.74E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
7.5,9.3678,3.2233,2.7923,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,8.34E+03,4.74E+03,1.55E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
8,9.3557,3.2233,2.6317,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,8.21E+03,4.50E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
8.5,9.3417,3.2233,2.4982,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,8.08E+03,4.27E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
9,9.3257,3.2233,2.3539,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,7.95E+03,4.07E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
9.5,9.3079,3.2233,2.2373,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,7.83E+03,3.88E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
10,9.2883,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,7.71E+03,3.71E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
15,9.0127,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,6.68E+03,2.55E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
20,8.6464,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,5.88E+03,1.93E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
25,8.2466,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,5.24E+03,1.55E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
30,8.1456,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,4.73E+03,1.29E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
35,8.0222,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,4.31E+03,1.11E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
40,7.8769,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.96E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
45,7.7163,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.66E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
50,7.5459,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.40E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
55,7.3704,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.18E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
60,7.1931,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.98E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
65,7.0166,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.81E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
70,6.8427,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.66E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
75,6.6975,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.52E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
80,6.5872,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.40E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
85,6.4772,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.28E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
90,6.3678,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.18E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
95,6.2596,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.09E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
100,6.1528,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.00E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
110,5.9449,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.85E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
120,5.7454,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.72E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
130,5.5552,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.61E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
140,5.3744,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.51E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
150,5.2032,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.43E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
160,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.35E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
170,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.28E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
180,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.23E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
190,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.18E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
200,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.14E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
210,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.11E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
220,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.07E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
230,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.04E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
240,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.01E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
250,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,976.7722,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
260,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,949.1072,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
270,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,923.0187,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
280,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,898.3802,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
290,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,875.0779,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
300,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,853.0091,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
310,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,832.0808,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
320,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,812.2091,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
330,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,793.3174,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
340,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,775.3367,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
350,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,758.2036,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
360,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,741.8608,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
370,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,726.2556,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
380,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,711.34,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
390,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,697.0698,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
400,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,683.4046,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
410,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,670.3072,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
420,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,667.7393,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
430,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,645.6814,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
440,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,634.0922,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
450,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,622.9487,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
460,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,612.2261,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
470,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,601.901,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
480,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,591.952,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
490,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,582.359,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
500,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,573.1034,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
510,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,564.1679,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
520,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,555.5362,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
530,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,547.1932,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
540,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,539.1248,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
550,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,531.3176,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
560,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,523.7593,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
570,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,516.4382,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
580,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,509.3435,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
590,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,502.4647,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
600,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,495.7923,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
610,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,489.3171,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
620,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,483.0306,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
630,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,476.9246,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
640,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,470.9916,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
650,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,465.2243,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
660,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,459.6159,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
670,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,454.1599,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
680,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,448.8503,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
690,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,443.6812,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
700,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,438.6472,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
710,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,433.743,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
720,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,428.9637,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
730,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,424.3046,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
740,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,419.7613,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
750,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,415.3295,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
760,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,411.0051,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
770,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,406.7843,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
780,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,402.6635,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
790,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,398.6391,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
800,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,394.7078,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
810,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,390.8664,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
820,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,387.1119,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
830,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,383.4413,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
840,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,379.8519,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
850,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,376.3411,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
860,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,372.9062,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,4
